"Longitude","Latitude","NDVI_05_09_05_24","EVI_05_09_05_24","NDVI_05_25_06_09","EVI_05_25_06_09","NDVI_06_10_06_25","EVI_06_10_06_25","NDVI_06_26_12_31","EVI_06_26_12_31"
36.8527107946214,0.504628611121339,0.421,0.2631,0.3575,0.2022,0.3069,0.1721,0.2989,0.1628
36.8529802892071,0.504628611121339,0.421,0.2631,0.3575,0.2022,0.3069,0.1721,0.2989,0.1628
36.8532497837929,0.504628611121339,0.4232,0.2562,0.3585,0.2039,0.3111,0.1786,0.2989,0.1628
36.8535192783786,0.504628611121339,0.4232,0.2562,0.3585,0.2039,0.3111,0.1786,0.2989,0.1628
36.8537887729643,0.504628611121339,0.4232,0.2562,0.3585,0.2039,0.3111,0.1786,0.2989,0.1628
36.85405826755,0.504628611121339,0.4232,0.2562,0.3585,0.2039,0.3111,0.1786,0.2989,0.1628
36.8543277621357,0.504628611121339,0.4232,0.2562,0.3585,0.2039,0.3111,0.1786,0.2989,0.1628
36.8545972567214,0.504628611121339,0.4232,0.2562,0.3585,0.2039,0.3111,0.1786,0.2989,0.1628
36.8548667513071,0.504628611121339,0.4232,0.2562,0.3585,0.2039,0.3111,0.1786,0.2989,0.1628
36.8551362458929,0.504628611121339,0.4232,0.2562,0.3585,0.2039,0.3111,0.1786,0.2989,0.1628
36.8554057404786,0.504628611121339,0.4374,0.2701,0.3681,0.2078,0.3369,0.1958,0.303,0.1772
36.8556752350643,0.504628611121339,0.4374,0.2701,0.3681,0.2078,0.3369,0.1958,0.303,0.1772
36.85594472965,0.504628611121339,0.4374,0.2701,0.3681,0.2078,0.3369,0.1958,0.303,0.1772
36.8562142242357,0.504628611121339,0.4374,0.2701,0.3681,0.2078,0.3369,0.1958,0.303,0.1772
36.8564837188214,0.504628611121339,0.4374,0.2701,0.3681,0.2078,0.3369,0.1958,0.303,0.1772
36.8567532134071,0.504628611121339,0.4374,0.2701,0.3681,0.2078,0.3369,0.1958,0.303,0.1772
36.8570227079929,0.504628611121339,0.4374,0.2701,0.3681,0.2078,0.3369,0.1958,0.303,0.1772
36.8572922025786,0.504628611121339,0.4374,0.2701,0.3681,0.2078,0.3369,0.1958,0.303,0.1772
36.8575616971643,0.504628611121339,0.4361,0.2728,0.3726,0.2123,0.3309,0.196,0.2909,0.1721
36.85783119175,0.504628611121339,0.4361,0.2728,0.3726,0.2123,0.3309,0.196,0.2909,0.1721
36.8581006863357,0.504628611121339,0.4361,0.2728,0.3726,0.2123,0.3309,0.196,0.2909,0.1721
36.8583701809214,0.504628611121339,0.4361,0.2728,0.3726,0.2123,0.3309,0.196,0.2909,0.1721
36.8586396755071,0.504628611121339,0.4361,0.2728,0.3726,0.2123,0.3309,0.196,0.2909,0.1721
36.8589091700929,0.504628611121339,0.4361,0.2728,0.3726,0.2123,0.3309,0.196,0.2909,0.1721
36.8591786646786,0.504628611121339,0.4361,0.2728,0.3726,0.2123,0.3309,0.196,0.2909,0.1721
36.8594481592643,0.504628611121339,0.4231,0.2644,0.364,0.2151,0.3117,0.185,0.2812,0.1681
36.85971765385,0.504628611121339,0.4231,0.2644,0.364,0.2151,0.3117,0.185,0.2812,0.1681
36.8599871484357,0.504628611121339,0.4231,0.2644,0.364,0.2151,0.3117,0.185,0.2812,0.1681
36.8602566430214,0.504628611121339,0.4231,0.2644,0.364,0.2151,0.3117,0.185,0.2812,0.1681
36.8605261376071,0.504628611121339,0.4231,0.2644,0.364,0.2151,0.3117,0.185,0.2812,0.1681
36.8607956321929,0.504628611121339,0.4231,0.2644,0.364,0.2151,0.3117,0.185,0.2812,0.1681
36.8610651267786,0.504628611121339,0.4231,0.2644,0.364,0.2151,0.3117,0.185,0.2812,0.1681
36.8613346213643,0.504628611121339,0.4231,0.2644,0.364,0.2151,0.3117,0.185,0.2812,0.1681
36.86160411595,0.504628611121339,0.4074,0.2452,0.3735,0.2165,0.3317,0.1955,0.2926,0.1739
36.8618736105357,0.504628611121339,0.4074,0.2452,0.3735,0.2165,0.3317,0.1955,0.2926,0.1739
36.8621431051214,0.504628611121339,0.4074,0.2452,0.3735,0.2165,0.3317,0.1955,0.2926,0.1739
36.8624125997071,0.504628611121339,0.4074,0.2452,0.3735,0.2165,0.3317,0.1955,0.2926,0.1739
36.8249528522929,0.504359116535565,0.5689,0.3613,0.4553,0.2595,0.3787,0.2067,0.3315,0.1766
36.8252223468786,0.504359116535565,0.5689,0.3613,0.4553,0.2595,0.3787,0.2067,0.3315,0.1766
36.8254918414643,0.504359116535565,0.5689,0.3613,0.4553,0.2595,0.3787,0.2067,0.3315,0.1766
36.82576133605,0.504359116535565,0.5689,0.3613,0.4553,0.2595,0.3787,0.2067,0.3315,0.1766
36.8260308306357,0.504359116535565,0.5689,0.3613,0.4553,0.2595,0.3787,0.2067,0.3315,0.1766
36.8263003252214,0.504359116535565,0.5689,0.3582,0.4307,0.2421,0.3787,0.2048,0.3514,0.1837
36.8265698198071,0.504359116535565,0.5689,0.3582,0.4307,0.2421,0.3787,0.2048,0.3514,0.1837
36.8268393143929,0.504359116535565,0.5689,0.3582,0.4307,0.2421,0.3787,0.2048,0.3514,0.1837
36.8271088089786,0.504359116535565,0.5689,0.3582,0.4307,0.2421,0.3787,0.2048,0.3514,0.1837
36.8273783035643,0.504359116535565,0.5689,0.3582,0.4307,0.2421,0.3787,0.2048,0.3514,0.1837
36.82764779815,0.504359116535565,0.5689,0.3582,0.4307,0.2421,0.3787,0.2048,0.3514,0.1837
36.8279172927357,0.504359116535565,0.5689,0.3582,0.4307,0.2421,0.3787,0.2048,0.3514,0.1837
36.8281867873214,0.504359116535565,0.552,0.3438,0.4146,0.2306,0.3768,0.2025,0.3514,0.1837
36.8284562819071,0.504359116535565,0.552,0.3438,0.4146,0.2306,0.3768,0.2025,0.3514,0.1837
36.8287257764929,0.504359116535565,0.552,0.3438,0.4146,0.2306,0.3768,0.2025,0.3514,0.1837
36.8289952710786,0.504359116535565,0.552,0.3438,0.4146,0.2306,0.3768,0.2025,0.3514,0.1837
36.8292647656643,0.504359116535565,0.552,0.3438,0.4146,0.2306,0.3768,0.2025,0.3514,0.1837
36.82953426025,0.504359116535565,0.552,0.3438,0.4146,0.2306,0.3768,0.2025,0.3514,0.1837
36.8298037548357,0.504359116535565,0.552,0.3438,0.4146,0.2306,0.3768,0.2025,0.3514,0.1837
36.8300732494214,0.504359116535565,0.552,0.3438,0.4146,0.2306,0.3768,0.2025,0.3514,0.1837
36.8303427440071,0.504359116535565,0.456,0.2821,0.3906,0.2222,0.3613,0.1973,0.3444,0.1809
36.8306122385929,0.504359116535565,0.456,0.2821,0.3906,0.2222,0.3613,0.1973,0.3444,0.1809
36.8308817331786,0.504359116535565,0.456,0.2821,0.3906,0.2222,0.3613,0.1973,0.3444,0.1809
36.8311512277643,0.504359116535565,0.456,0.2821,0.3906,0.2222,0.3613,0.1973,0.3444,0.1809
36.83142072235,0.504359116535565,0.456,0.2821,0.3906,0.2222,0.3613,0.1973,0.3444,0.1809
36.8316902169357,0.504359116535565,0.456,0.2821,0.3906,0.2222,0.3613,0.1973,0.3444,0.1809
36.8319597115214,0.504359116535565,0.456,0.2821,0.3906,0.2222,0.3613,0.1973,0.3444,0.1809
36.8322292061071,0.504359116535565,0.456,0.2821,0.3906,0.2222,0.3613,0.1973,0.3444,0.1809
36.8324987006929,0.504359116535565,0.4403,0.2648,0.3601,0.2041,0.3339,0.1803,0.3117,0.1623
36.8327681952786,0.504359116535565,0.4403,0.2648,0.3601,0.2041,0.3339,0.1803,0.3117,0.1623
36.8330376898643,0.504359116535565,0.4403,0.2648,0.3601,0.2041,0.3339,0.1803,0.3117,0.1623
36.83330718445,0.504359116535565,0.4403,0.2648,0.3601,0.2041,0.3339,0.1803,0.3117,0.1623
36.8335766790357,0.504359116535565,0.4403,0.2648,0.3601,0.2041,0.3339,0.1803,0.3117,0.1623
36.8338461736214,0.504359116535565,0.4403,0.2648,0.3601,0.2041,0.3339,0.1803,0.3117,0.1623
36.8341156682071,0.504359116535565,0.4403,0.2648,0.3601,0.2041,0.3339,0.1803,0.3117,0.1623
36.8343851627929,0.504359116535565,0.4403,0.2648,0.3601,0.2041,0.3339,0.1803,0.3117,0.1623
36.8346546573786,0.504359116535565,0.4403,0.2648,0.3863,0.2115,0.3422,0.1904,0.3117,0.1626
36.8349241519643,0.504359116535565,0.4403,0.2648,0.3863,0.2115,0.3422,0.1904,0.3117,0.1626
36.83519364655,0.504359116535565,0.4403,0.2648,0.3863,0.2115,0.3422,0.1904,0.3117,0.1626
36.8354631411357,0.504359116535565,0.4403,0.2648,0.3863,0.2115,0.3422,0.1904,0.3117,0.1626
36.8357326357214,0.504359116535565,0.4403,0.2648,0.3863,0.2115,0.3422,0.1904,0.3117,0.1626
36.8360021303071,0.504359116535565,0.4403,0.2648,0.3863,0.2115,0.3422,0.1904,0.3117,0.1626
36.8362716248929,0.504359116535565,0.4403,0.2648,0.3863,0.2115,0.3422,0.1904,0.3117,0.1626
36.8365411194786,0.504359116535565,0.4797,0.2954,0.3892,0.2118,0.3389,0.1871,0.3285,0.1692
36.8368106140643,0.504359116535565,0.4797,0.2954,0.3892,0.2118,0.3389,0.1871,0.3285,0.1692
36.83708010865,0.504359116535565,0.4797,0.2954,0.3892,0.2118,0.3389,0.1871,0.3285,0.1692
36.8373496032357,0.504359116535565,0.4797,0.2954,0.3892,0.2118,0.3389,0.1871,0.3285,0.1692
36.8376190978214,0.504359116535565,0.4797,0.2954,0.3892,0.2118,0.3389,0.1871,0.3285,0.1692
36.8378885924071,0.504359116535565,0.4797,0.2954,0.3892,0.2118,0.3389,0.1871,0.3285,0.1692
36.8381580869929,0.504359116535565,0.4797,0.2954,0.3892,0.2118,0.3389,0.1871,0.3285,0.1692
36.8384275815786,0.504359116535565,0.4797,0.2954,0.3892,0.2118,0.3389,0.1871,0.3285,0.1692
36.8386970761643,0.504359116535565,0.4717,0.2844,0.3855,0.2111,0.3493,0.1919,0.3337,0.1716
36.83896657075,0.504359116535565,0.4717,0.2844,0.3855,0.2111,0.3493,0.1919,0.3337,0.1716
36.8392360653357,0.504359116535565,0.4717,0.2844,0.3855,0.2111,0.3493,0.1919,0.3337,0.1716
36.8395055599214,0.504359116535565,0.4717,0.2844,0.3855,0.2111,0.3493,0.1919,0.3337,0.1716
36.8397750545071,0.504359116535565,0.4717,0.2844,0.3855,0.2111,0.3493,0.1919,0.3337,0.1716
36.8400445490929,0.504359116535565,0.4717,0.2844,0.3855,0.2111,0.3493,0.1919,0.3337,0.1716
36.8403140436786,0.504359116535565,0.4717,0.2844,0.3855,0.2111,0.3493,0.1919,0.3337,0.1716
36.8405835382643,0.504359116535565,0.4717,0.2844,0.3855,0.2111,0.3493,0.1919,0.3337,0.1716
36.84085303285,0.504359116535565,0.4781,0.2926,0.3864,0.213,0.3429,0.1903,0.3337,0.1716
36.8411225274357,0.504359116535565,0.4781,0.2926,0.3864,0.213,0.3429,0.1903,0.3337,0.1716
36.8413920220214,0.504359116535565,0.4781,0.2926,0.3864,0.213,0.3429,0.1903,0.3337,0.1716
36.8416615166071,0.504359116535565,0.4781,0.2926,0.3864,0.213,0.3429,0.1903,0.3337,0.1716
36.8419310111929,0.504359116535565,0.4781,0.2926,0.3864,0.213,0.3429,0.1903,0.3337,0.1716
36.8422005057786,0.504359116535565,0.4781,0.2926,0.3864,0.213,0.3429,0.1903,0.3337,0.1716
36.8424700003643,0.504359116535565,0.4781,0.2926,0.3864,0.213,0.3429,0.1903,0.3337,0.1716
36.84273949495,0.504359116535565,0.4781,0.2926,0.3864,0.213,0.3429,0.1903,0.3337,0.1716
36.8430089895357,0.504359116535565,0.4402,0.2746,0.351,0.2004,0.3052,0.1727,0.3033,0.1612
36.8432784841214,0.504359116535565,0.4402,0.2746,0.351,0.2004,0.3052,0.1727,0.3033,0.1612
36.8435479787071,0.504359116535565,0.4402,0.2746,0.351,0.2004,0.3052,0.1727,0.3033,0.1612
36.8438174732929,0.504359116535565,0.4402,0.2746,0.351,0.2004,0.3052,0.1727,0.3033,0.1612
36.8440869678786,0.504359116535565,0.4402,0.2746,0.351,0.2004,0.3052,0.1727,0.3033,0.1612
36.8443564624643,0.504359116535565,0.4402,0.2746,0.351,0.2004,0.3052,0.1727,0.3033,0.1612
36.84462595705,0.504359116535565,0.4402,0.2746,0.351,0.2004,0.3052,0.1727,0.3033,0.1612
36.8448954516357,0.504359116535565,0.4402,0.2746,0.3313,0.1936,0.2899,0.1662,0.2917,0.1564
36.8451649462214,0.504359116535565,0.4402,0.2746,0.3313,0.1936,0.2899,0.1662,0.2917,0.1564
36.8454344408071,0.504359116535565,0.4402,0.2746,0.3313,0.1936,0.2899,0.1662,0.2917,0.1564
36.8457039353929,0.504359116535565,0.4402,0.2746,0.3313,0.1936,0.2899,0.1662,0.2917,0.1564
36.8459734299786,0.504359116535565,0.4402,0.2746,0.3313,0.1936,0.2899,0.1662,0.2917,0.1564
36.8462429245643,0.504359116535565,0.4402,0.2746,0.3313,0.1936,0.2899,0.1662,0.2917,0.1564
36.84651241915,0.504359116535565,0.4402,0.2746,0.3313,0.1936,0.2899,0.1662,0.2917,0.1564
36.8467819137357,0.504359116535565,0.4402,0.2746,0.3313,0.1936,0.2899,0.1662,0.2917,0.1564
36.8470514083214,0.504359116535565,0.4283,0.2714,0.3546,0.2087,0.3113,0.18,0.2917,0.1575
36.8473209029071,0.504359116535565,0.4283,0.2714,0.3546,0.2087,0.3113,0.18,0.2917,0.1575
36.8475903974929,0.504359116535565,0.4283,0.2714,0.3546,0.2087,0.3113,0.18,0.2917,0.1575
36.8478598920786,0.504359116535565,0.4283,0.2714,0.3546,0.2087,0.3113,0.18,0.2917,0.1575
36.8481293866643,0.504359116535565,0.4283,0.2714,0.3546,0.2087,0.3113,0.18,0.2917,0.1575
36.84839888125,0.504359116535565,0.4283,0.2714,0.3546,0.2087,0.3113,0.18,0.2917,0.1575
36.8486683758357,0.504359116535565,0.4283,0.2714,0.3546,0.2087,0.3113,0.18,0.2917,0.1575
36.8489378704214,0.504359116535565,0.4283,0.2714,0.3546,0.2087,0.3113,0.18,0.2917,0.1575
36.8492073650071,0.504359116535565,0.4432,0.2787,0.3546,0.2087,0.3113,0.18,0.2957,0.1604
36.8494768595929,0.504359116535565,0.4432,0.2787,0.3546,0.2087,0.3113,0.18,0.2957,0.1604
36.8497463541786,0.504359116535565,0.4432,0.2787,0.3546,0.2087,0.3113,0.18,0.2957,0.1604
36.8500158487643,0.504359116535565,0.4432,0.2787,0.3546,0.2087,0.3113,0.18,0.2957,0.1604
36.85028534335,0.504359116535565,0.4432,0.2787,0.3546,0.2087,0.3113,0.18,0.2957,0.1604
36.8505548379357,0.504359116535565,0.4432,0.2787,0.3546,0.2087,0.3113,0.18,0.2957,0.1604
36.8508243325214,0.504359116535565,0.4432,0.2787,0.3546,0.2087,0.3113,0.18,0.2957,0.1604
36.8510938271071,0.504359116535565,0.421,0.2631,0.3575,0.2022,0.3069,0.1721,0.2989,0.1628
36.8513633216929,0.504359116535565,0.421,0.2631,0.3575,0.2022,0.3069,0.1721,0.2989,0.1628
36.8516328162786,0.504359116535565,0.421,0.2631,0.3575,0.2022,0.3069,0.1721,0.2989,0.1628
36.8519023108643,0.504359116535565,0.421,0.2631,0.3575,0.2022,0.3069,0.1721,0.2989,0.1628
36.85217180545,0.504359116535565,0.421,0.2631,0.3575,0.2022,0.3069,0.1721,0.2989,0.1628
36.8524413000357,0.504359116535565,0.421,0.2631,0.3575,0.2022,0.3069,0.1721,0.2989,0.1628
36.8527107946214,0.504359116535565,0.421,0.2631,0.3575,0.2022,0.3069,0.1721,0.2989,0.1628
36.8529802892071,0.504359116535565,0.421,0.2631,0.3575,0.2022,0.3069,0.1721,0.2989,0.1628
36.8532497837929,0.504359116535565,0.4232,0.2562,0.3585,0.2039,0.3111,0.1786,0.2989,0.1628
36.8535192783786,0.504359116535565,0.4232,0.2562,0.3585,0.2039,0.3111,0.1786,0.2989,0.1628
36.8537887729643,0.504359116535565,0.4232,0.2562,0.3585,0.2039,0.3111,0.1786,0.2989,0.1628
36.85405826755,0.504359116535565,0.4232,0.2562,0.3585,0.2039,0.3111,0.1786,0.2989,0.1628
36.8543277621357,0.504359116535565,0.4232,0.2562,0.3585,0.2039,0.3111,0.1786,0.2989,0.1628
36.8545972567214,0.504359116535565,0.4232,0.2562,0.3585,0.2039,0.3111,0.1786,0.2989,0.1628
36.8548667513071,0.504359116535565,0.4232,0.2562,0.3585,0.2039,0.3111,0.1786,0.2989,0.1628
36.8551362458929,0.504359116535565,0.4232,0.2562,0.3585,0.2039,0.3111,0.1786,0.2989,0.1628
36.8554057404786,0.504359116535565,0.4374,0.2701,0.3681,0.2078,0.3369,0.1958,0.303,0.1772
36.8556752350643,0.504359116535565,0.4374,0.2701,0.3681,0.2078,0.3369,0.1958,0.303,0.1772
36.85594472965,0.504359116535565,0.4374,0.2701,0.3681,0.2078,0.3369,0.1958,0.303,0.1772
36.8562142242357,0.504359116535565,0.4374,0.2701,0.3681,0.2078,0.3369,0.1958,0.303,0.1772
36.8564837188214,0.504359116535565,0.4374,0.2701,0.3681,0.2078,0.3369,0.1958,0.303,0.1772
36.8567532134071,0.504359116535565,0.4374,0.2701,0.3681,0.2078,0.3369,0.1958,0.303,0.1772
36.8570227079929,0.504359116535565,0.4374,0.2701,0.3681,0.2078,0.3369,0.1958,0.303,0.1772
36.8572922025786,0.504359116535565,0.4374,0.2701,0.3681,0.2078,0.3369,0.1958,0.303,0.1772
36.8575616971643,0.504359116535565,0.4361,0.2728,0.3726,0.2123,0.3309,0.196,0.2909,0.1721
36.85783119175,0.504359116535565,0.4361,0.2728,0.3726,0.2123,0.3309,0.196,0.2909,0.1721
36.8581006863357,0.504359116535565,0.4361,0.2728,0.3726,0.2123,0.3309,0.196,0.2909,0.1721
36.8583701809214,0.504359116535565,0.4361,0.2728,0.3726,0.2123,0.3309,0.196,0.2909,0.1721
36.8586396755071,0.504359116535565,0.4361,0.2728,0.3726,0.2123,0.3309,0.196,0.2909,0.1721
36.8589091700929,0.504359116535565,0.4361,0.2728,0.3726,0.2123,0.3309,0.196,0.2909,0.1721
36.8591786646786,0.504359116535565,0.4361,0.2728,0.3726,0.2123,0.3309,0.196,0.2909,0.1721
36.8594481592643,0.504359116535565,0.4231,0.2644,0.364,0.2151,0.3117,0.185,0.2812,0.1681
36.85971765385,0.504359116535565,0.4231,0.2644,0.364,0.2151,0.3117,0.185,0.2812,0.1681
36.8599871484357,0.504359116535565,0.4231,0.2644,0.364,0.2151,0.3117,0.185,0.2812,0.1681
36.8602566430214,0.504359116535565,0.4231,0.2644,0.364,0.2151,0.3117,0.185,0.2812,0.1681
36.8605261376071,0.504359116535565,0.4231,0.2644,0.364,0.2151,0.3117,0.185,0.2812,0.1681
36.8607956321929,0.504359116535565,0.4231,0.2644,0.364,0.2151,0.3117,0.185,0.2812,0.1681
36.8610651267786,0.504359116535565,0.4231,0.2644,0.364,0.2151,0.3117,0.185,0.2812,0.1681
36.8613346213643,0.504359116535565,0.4231,0.2644,0.364,0.2151,0.3117,0.185,0.2812,0.1681
36.86160411595,0.504359116535565,0.4074,0.2452,0.3735,0.2165,0.3317,0.1955,0.2926,0.1739
36.8618736105357,0.504359116535565,0.4074,0.2452,0.3735,0.2165,0.3317,0.1955,0.2926,0.1739
36.8621431051214,0.504359116535565,0.4074,0.2452,0.3735,0.2165,0.3317,0.1955,0.2926,0.1739
36.8624125997071,0.504359116535565,0.4074,0.2452,0.3735,0.2165,0.3317,0.1955,0.2926,0.1739
36.8249528522929,0.504089621949791,0.5689,0.3613,0.4553,0.2595,0.3787,0.2067,0.3315,0.1766
36.8252223468786,0.504089621949791,0.5689,0.3613,0.4553,0.2595,0.3787,0.2067,0.3315,0.1766
36.8254918414643,0.504089621949791,0.5689,0.3613,0.4553,0.2595,0.3787,0.2067,0.3315,0.1766
36.82576133605,0.504089621949791,0.5689,0.3613,0.4553,0.2595,0.3787,0.2067,0.3315,0.1766
36.8260308306357,0.504089621949791,0.5689,0.3613,0.4553,0.2595,0.3787,0.2067,0.3315,0.1766
36.8263003252214,0.504089621949791,0.5689,0.3582,0.4307,0.2421,0.3787,0.2048,0.3514,0.1837
36.8265698198071,0.504089621949791,0.5689,0.3582,0.4307,0.2421,0.3787,0.2048,0.3514,0.1837
36.8268393143929,0.504089621949791,0.5689,0.3582,0.4307,0.2421,0.3787,0.2048,0.3514,0.1837
36.8271088089786,0.504089621949791,0.5689,0.3582,0.4307,0.2421,0.3787,0.2048,0.3514,0.1837
36.8273783035643,0.504089621949791,0.5689,0.3582,0.4307,0.2421,0.3787,0.2048,0.3514,0.1837
36.82764779815,0.504089621949791,0.5689,0.3582,0.4307,0.2421,0.3787,0.2048,0.3514,0.1837
36.8279172927357,0.504089621949791,0.5689,0.3582,0.4307,0.2421,0.3787,0.2048,0.3514,0.1837
36.8281867873214,0.504089621949791,0.552,0.3438,0.4146,0.2306,0.3768,0.2025,0.3514,0.1837
36.8284562819071,0.504089621949791,0.552,0.3438,0.4146,0.2306,0.3768,0.2025,0.3514,0.1837
36.8287257764929,0.504089621949791,0.552,0.3438,0.4146,0.2306,0.3768,0.2025,0.3514,0.1837
36.8289952710786,0.504089621949791,0.552,0.3438,0.4146,0.2306,0.3768,0.2025,0.3514,0.1837
36.8292647656643,0.504089621949791,0.552,0.3438,0.4146,0.2306,0.3768,0.2025,0.3514,0.1837
36.82953426025,0.504089621949791,0.552,0.3438,0.4146,0.2306,0.3768,0.2025,0.3514,0.1837
36.8298037548357,0.504089621949791,0.552,0.3438,0.4146,0.2306,0.3768,0.2025,0.3514,0.1837
36.8300732494214,0.504089621949791,0.552,0.3438,0.4146,0.2306,0.3768,0.2025,0.3514,0.1837
36.8303427440071,0.504089621949791,0.456,0.2821,0.3906,0.2222,0.3613,0.1973,0.3444,0.1809
36.8306122385929,0.504089621949791,0.456,0.2821,0.3906,0.2222,0.3613,0.1973,0.3444,0.1809
36.8308817331786,0.504089621949791,0.456,0.2821,0.3906,0.2222,0.3613,0.1973,0.3444,0.1809
36.8311512277643,0.504089621949791,0.456,0.2821,0.3906,0.2222,0.3613,0.1973,0.3444,0.1809
36.83142072235,0.504089621949791,0.456,0.2821,0.3906,0.2222,0.3613,0.1973,0.3444,0.1809
36.8316902169357,0.504089621949791,0.456,0.2821,0.3906,0.2222,0.3613,0.1973,0.3444,0.1809
36.8319597115214,0.504089621949791,0.456,0.2821,0.3906,0.2222,0.3613,0.1973,0.3444,0.1809
36.8322292061071,0.504089621949791,0.456,0.2821,0.3906,0.2222,0.3613,0.1973,0.3444,0.1809
36.8324987006929,0.504089621949791,0.4403,0.2648,0.3601,0.2041,0.3339,0.1803,0.3117,0.1623
36.8327681952786,0.504089621949791,0.4403,0.2648,0.3601,0.2041,0.3339,0.1803,0.3117,0.1623
36.8330376898643,0.504089621949791,0.4403,0.2648,0.3601,0.2041,0.3339,0.1803,0.3117,0.1623
36.83330718445,0.504089621949791,0.4403,0.2648,0.3601,0.2041,0.3339,0.1803,0.3117,0.1623
36.8335766790357,0.504089621949791,0.4403,0.2648,0.3601,0.2041,0.3339,0.1803,0.3117,0.1623
36.8338461736214,0.504089621949791,0.4403,0.2648,0.3601,0.2041,0.3339,0.1803,0.3117,0.1623
36.8341156682071,0.504089621949791,0.4403,0.2648,0.3601,0.2041,0.3339,0.1803,0.3117,0.1623
36.8343851627929,0.504089621949791,0.4403,0.2648,0.3601,0.2041,0.3339,0.1803,0.3117,0.1623
36.8346546573786,0.504089621949791,0.4403,0.2648,0.3863,0.2115,0.3422,0.1904,0.3117,0.1626
36.8349241519643,0.504089621949791,0.4403,0.2648,0.3863,0.2115,0.3422,0.1904,0.3117,0.1626
36.83519364655,0.504089621949791,0.4403,0.2648,0.3863,0.2115,0.3422,0.1904,0.3117,0.1626
36.8354631411357,0.504089621949791,0.4403,0.2648,0.3863,0.2115,0.3422,0.1904,0.3117,0.1626
36.8357326357214,0.504089621949791,0.4403,0.2648,0.3863,0.2115,0.3422,0.1904,0.3117,0.1626
36.8360021303071,0.504089621949791,0.4403,0.2648,0.3863,0.2115,0.3422,0.1904,0.3117,0.1626
36.8362716248929,0.504089621949791,0.4403,0.2648,0.3863,0.2115,0.3422,0.1904,0.3117,0.1626
36.8365411194786,0.504089621949791,0.4797,0.2954,0.3892,0.2118,0.3389,0.1871,0.3285,0.1692
36.8368106140643,0.504089621949791,0.4797,0.2954,0.3892,0.2118,0.3389,0.1871,0.3285,0.1692
36.83708010865,0.504089621949791,0.4797,0.2954,0.3892,0.2118,0.3389,0.1871,0.3285,0.1692
36.8373496032357,0.504089621949791,0.4797,0.2954,0.3892,0.2118,0.3389,0.1871,0.3285,0.1692
36.8376190978214,0.504089621949791,0.4797,0.2954,0.3892,0.2118,0.3389,0.1871,0.3285,0.1692
36.8378885924071,0.504089621949791,0.4797,0.2954,0.3892,0.2118,0.3389,0.1871,0.3285,0.1692
36.8381580869929,0.504089621949791,0.4797,0.2954,0.3892,0.2118,0.3389,0.1871,0.3285,0.1692
36.8384275815786,0.504089621949791,0.4797,0.2954,0.3892,0.2118,0.3389,0.1871,0.3285,0.1692
36.8386970761643,0.504089621949791,0.4717,0.2844,0.3855,0.2111,0.3493,0.1919,0.3337,0.1716
36.83896657075,0.504089621949791,0.4717,0.2844,0.3855,0.2111,0.3493,0.1919,0.3337,0.1716
36.8392360653357,0.504089621949791,0.4717,0.2844,0.3855,0.2111,0.3493,0.1919,0.3337,0.1716
36.8395055599214,0.504089621949791,0.4717,0.2844,0.3855,0.2111,0.3493,0.1919,0.3337,0.1716
36.8397750545071,0.504089621949791,0.4717,0.2844,0.3855,0.2111,0.3493,0.1919,0.3337,0.1716
36.8400445490929,0.504089621949791,0.4717,0.2844,0.3855,0.2111,0.3493,0.1919,0.3337,0.1716
36.8403140436786,0.504089621949791,0.4717,0.2844,0.3855,0.2111,0.3493,0.1919,0.3337,0.1716
36.8405835382643,0.504089621949791,0.4717,0.2844,0.3855,0.2111,0.3493,0.1919,0.3337,0.1716
36.84085303285,0.504089621949791,0.4781,0.2926,0.3864,0.213,0.3429,0.1903,0.3337,0.1716
36.8411225274357,0.504089621949791,0.4781,0.2926,0.3864,0.213,0.3429,0.1903,0.3337,0.1716
36.8413920220214,0.504089621949791,0.4781,0.2926,0.3864,0.213,0.3429,0.1903,0.3337,0.1716
36.8416615166071,0.504089621949791,0.4781,0.2926,0.3864,0.213,0.3429,0.1903,0.3337,0.1716
36.8419310111929,0.504089621949791,0.4781,0.2926,0.3864,0.213,0.3429,0.1903,0.3337,0.1716
36.8422005057786,0.504089621949791,0.4781,0.2926,0.3864,0.213,0.3429,0.1903,0.3337,0.1716
36.8424700003643,0.504089621949791,0.4781,0.2926,0.3864,0.213,0.3429,0.1903,0.3337,0.1716
36.84273949495,0.504089621949791,0.4781,0.2926,0.3864,0.213,0.3429,0.1903,0.3337,0.1716
36.8430089895357,0.504089621949791,0.4402,0.2746,0.351,0.2004,0.3052,0.1727,0.3033,0.1612
36.8432784841214,0.504089621949791,0.4402,0.2746,0.351,0.2004,0.3052,0.1727,0.3033,0.1612
36.8435479787071,0.504089621949791,0.4402,0.2746,0.351,0.2004,0.3052,0.1727,0.3033,0.1612
36.8438174732929,0.504089621949791,0.4402,0.2746,0.351,0.2004,0.3052,0.1727,0.3033,0.1612
36.8440869678786,0.504089621949791,0.4402,0.2746,0.351,0.2004,0.3052,0.1727,0.3033,0.1612
36.8443564624643,0.504089621949791,0.4402,0.2746,0.351,0.2004,0.3052,0.1727,0.3033,0.1612
36.84462595705,0.504089621949791,0.4402,0.2746,0.351,0.2004,0.3052,0.1727,0.3033,0.1612
